invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Revenue,Total_profit,Revenue_per_Unit,Profit_Category
5106,WALM008,Corpus Christi,Fashion accessories,56.0,1.0,15/08/23,19:27:00,Credit card,4.0,0.48,56.0,26.88,56.0,Low Profit
5107,WALM093,Angleton,Home and lifestyle,74.0,2.0,21/10/20,16:38:00,Credit card,6.0,0.33,148.0,48.84,74.0,High Profit
5108,WALM002,Dallas,Fashion accessories,38.0,1.0,16/09/21,17:48:00,Credit card,9.0,0.36,38.0,13.68,38.0,Low Profit
5109,WALM094,Alamo,Home and lifestyle,33.0,2.0,18/10/23,17:57:00,Credit card,5.0,0.33,66.0,21.78,33.0,Low Profit
5110,WALM072,Lancaster,Fashion accessories,33.0,3.0,10/12/23,16:57:00,Credit card,5.0,0.33,99.0,32.67,33.0,Low Profit
5111,WALM069,Rockwall,Home and lifestyle,62.0,3.0,31/08/20,17:16:00,Credit card,9.0,0.33,186.0,61.38,62.0,High Profit
5112,WALM090,Brownwood,Fashion accessories,29.0,1.0,21/09/21,17:22:00,Credit card,7.0,0.33,29.0,9.57,29.0,Low Profit
5113,WALM023,Midland,Home and lifestyle,29.0,2.0,16/08/20,18:29:00,Credit card,5.0,0.48,58.0,27.84,29.0,Low Profit
5114,WALM051,New Braunfels,Fashion accessories,36.0,1.0,27/08/22,20:31:00,Credit card,7.0,0.57,36.0,20.52,36.0,Low Profit
5115,WALM060,DeSoto,Home and lifestyle,65.0,1.0,04/08/23,17:11:00,Credit card,6.0,0.33,65.0,21.45,65.0,Low Profit
5116,WALM083,Farmers Branch,Fashion accessories,28.0,3.0,14/12/22,19:44:00,Credit card,7.0,0.33,84.0,27.720000000000002,28.0,Low Profit
5117,WALM028,Odessa,Home and lifestyle,71.0,3.0,09/12/20,18:22:00,Credit card,5.0,0.48,213.0,102.24,71.0,High Profit
5118,WALM061,Cedar Park,Fashion accessories,19.0,1.0,08/11/21,19:31:00,Credit card,5.0,0.33,19.0,6.2700000000000005,19.0,Low Profit
5119,WALM017,McKinney,Home and lifestyle,33.0,1.0,03/12/22,19:11:00,Credit card,9.0,0.48,33.0,15.84,33.0,Low Profit
5120,WALM047,Flower Mound,Fashion accessories,43.0,1.0,14/08/23,16:39:00,Credit card,4.0,0.48,43.0,20.64,43.0,Low Profit
5121,WALM093,Angleton,Home and lifestyle,59.0,1.0,06/09/22,18:19:00,Credit card,7.0,0.33,59.0,19.470000000000002,59.0,Low Profit
5122,WALM090,Brownwood,Fashion accessories,30.0,2.0,05/12/22,15:16:00,Credit card,6.0,0.33,60.0,19.8,30.0,Low Profit
5123,WALM085,Kerrville,Home and lifestyle,62.0,1.0,21/08/22,19:11:00,Credit card,4.0,0.33,62.0,20.46,62.0,Low Profit
5124,WALM085,Kerrville,Fashion accessories,68.0,1.0,13/08/20,16:01:00,Credit card,7.0,0.33,68.0,22.44,68.0,Low Profit
5125,WALM034,College Station,Home and lifestyle,38.0,1.0,26/08/23,15:02:00,Credit card,8.0,0.48,38.0,18.24,38.0,Low Profit
5126,WALM020,Killeen,Fashion accessories,48.0,2.0,28/12/21,19:16:00,Credit card,5.0,0.48,96.0,46.08,48.0,High Profit
5127,WALM023,Midland,Home and lifestyle,78.0,1.0,04/12/21,19:11:00,Credit card,5.0,0.48,78.0,37.44,78.0,High Profit
5128,WALM076,Huntsville,Fashion accessories,37.0,1.0,09/11/22,17:09:00,Credit card,6.0,0.33,37.0,12.21,37.0,Low Profit
5129,WALM100,Canyon,Home and lifestyle,61.0,3.0,10/10/20,20:25:00,Credit card,4.0,0.18,183.0,32.94,61.0,Low Profit
5130,WALM091,Little Elm,Fashion accessories,32.0,3.0,25/12/21,15:49:00,Credit card,4.0,0.33,96.0,31.68,32.0,Low Profit
5131,WALM088,Cleburne,Home and lifestyle,65.0,1.0,02/11/22,18:10:00,Credit card,8.0,0.33,65.0,21.45,65.0,Low Profit
5132,WALM026,Denton,Fashion accessories,20.0,2.0,03/10/21,20:25:00,Credit card,8.0,0.48,40.0,19.2,20.0,Low Profit
5133,WALM072,Lancaster,Home and lifestyle,42.0,1.0,13/11/22,20:36:00,Credit card,7.0,0.33,42.0,13.860000000000001,42.0,Low Profit
5134,WALM096,Eagle Pass,Fashion accessories,54.0,2.0,28/12/23,19:49:00,Credit card,5.0,0.18,108.0,19.439999999999998,54.0,Low Profit
5135,WALM012,Garland,Home and lifestyle,24.0,2.0,21/09/20,16:43:00,Credit card,7.0,0.48,48.0,23.04,24.0,Low Profit
5136,WALM095,Big Spring,Fashion accessories,38.0,3.0,15/08/21,15:12:00,Credit card,4.0,0.33,114.0,37.620000000000005,38.0,High Profit
5137,WALM095,Big Spring,Home and lifestyle,22.0,2.0,01/10/21,20:48:00,Credit card,8.0,0.33,44.0,14.520000000000001,22.0,Low Profit
5138,WALM014,Amarillo,Fashion accessories,43.0,3.0,13/10/23,15:10:00,Credit card,4.0,0.48,129.0,61.919999999999995,43.0,High Profit
5139,WALM081,Friendswood,Home and lifestyle,75.0,3.0,22/11/22,19:14:00,Credit card,6.0,0.33,225.0,74.25,75.0,High Profit
5140,WALM052,Mansfield,Fashion accessories,25.0,2.0,09/11/23,19:36:00,Credit card,5.0,0.57,50.0,28.499999999999996,25.0,Low Profit
5141,WALM020,Killeen,Home and lifestyle,35.0,3.0,09/08/22,19:23:00,Credit card,6.0,0.48,105.0,50.4,35.0,High Profit
5142,WALM072,Lancaster,Fashion accessories,62.0,2.0,15/11/23,16:25:00,Credit card,5.0,0.33,124.0,40.92,62.0,High Profit
5143,WALM012,Garland,Home and lifestyle,62.0,1.0,22/09/21,18:55:00,Credit card,4.0,0.48,62.0,29.759999999999998,62.0,Low Profit
5144,WALM057,Euless,Fashion accessories,20.0,2.0,01/10/22,19:28:00,Credit card,8.0,0.33,40.0,13.200000000000001,20.0,Low Profit
5145,WALM023,Midland,Home and lifestyle,25.0,3.0,14/08/23,17:02:00,Credit card,9.0,0.48,75.0,36.0,25.0,High Profit
5146,WALM020,Killeen,Fashion accessories,69.0,3.0,10/10/21,19:02:00,Credit card,8.0,0.48,207.0,99.36,69.0,High Profit
5147,WALM006,El Paso,Home and lifestyle,48.0,3.0,19/09/23,15:30:00,Credit card,5.0,0.48,144.0,69.12,48.0,High Profit
5148,WALM033,Pearland,Fashion accessories,59.0,3.0,20/08/22,20:40:00,Credit card,5.0,0.48,177.0,84.96,59.0,High Profit
5149,WALM005,Fort Worth,Home and lifestyle,49.0,3.0,30/08/22,17:45:00,Credit card,7.0,0.48,147.0,70.56,49.0,High Profit
5150,WALM027,Abilene,Fashion accessories,17.0,2.0,11/11/21,16:14:00,Credit card,9.0,0.48,34.0,16.32,17.0,Low Profit
5151,WALM004,Austin,Home and lifestyle,55.0,1.0,19/10/20,15:04:00,Credit card,7.0,0.48,55.0,26.4,55.0,Low Profit
5152,WALM005,Fort Worth,Fashion accessories,24.0,2.0,03/10/23,18:27:00,Credit card,4.0,0.48,48.0,23.04,24.0,Low Profit
5153,WALM091,Little Elm,Home and lifestyle,32.0,1.0,26/08/20,15:32:00,Credit card,7.0,0.33,32.0,10.56,32.0,Low Profit
5154,WALM011,Lubbock,Fashion accessories,29.0,2.0,04/09/21,15:42:00,Credit card,4.0,0.48,58.0,27.84,29.0,Low Profit
5155,WALM024,Carrollton,Home and lifestyle,42.0,1.0,22/08/22,20:32:00,Credit card,6.0,0.48,42.0,20.16,42.0,Low Profit
5156,WALM017,McKinney,Fashion accessories,67.0,3.0,28/09/20,17:29:00,Credit card,8.0,0.48,201.0,96.47999999999999,67.0,High Profit
5157,WALM060,DeSoto,Home and lifestyle,79.0,1.0,13/10/20,17:16:00,Credit card,5.0,0.33,79.0,26.07,79.0,Low Profit
5158,WALM070,Hurst,Fashion accessories,53.0,3.0,11/10/23,20:49:00,Credit card,4.0,0.33,159.0,52.470000000000006,53.0,High Profit
5159,WALM060,DeSoto,Home and lifestyle,51.0,3.0,15/08/23,15:20:00,Credit card,7.0,0.33,153.0,50.49,51.0,High Profit
5160,WALM026,Denton,Fashion accessories,83.0,3.0,03/10/23,15:47:00,Credit card,6.0,0.48,249.0,119.52,83.0,High Profit
5161,WALM006,El Paso,Home and lifestyle,78.0,2.0,26/11/22,19:20:00,Credit card,4.0,0.48,156.0,74.88,78.0,High Profit
5162,WALM098,Mineral Wells,Fashion accessories,46.0,2.0,25/08/21,16:25:00,Credit card,6.0,0.18,92.0,16.56,46.0,Low Profit
5163,WALM028,Odessa,Home and lifestyle,69.0,2.0,13/08/23,19:03:00,Credit card,9.0,0.48,138.0,66.24,69.0,High Profit
5164,WALM014,Amarillo,Fashion accessories,49.0,1.0,17/08/22,15:43:00,Credit card,7.0,0.48,49.0,23.52,49.0,Low Profit
5165,WALM045,Missouri City,Home and lifestyle,16.0,3.0,23/09/21,16:21:00,Credit card,9.0,0.48,48.0,23.04,16.0,Low Profit
5166,WALM015,Grand Prairie,Fashion accessories,62.0,2.0,29/09/23,16:21:00,Credit card,5.0,0.48,124.0,59.519999999999996,62.0,High Profit
5167,WALM015,Grand Prairie,Home and lifestyle,69.0,2.0,01/08/22,20:39:00,Credit card,8.0,0.48,138.0,66.24,69.0,High Profit
5168,WALM021,McAllen,Fashion accessories,39.0,1.0,14/12/23,18:58:00,Credit card,4.0,0.48,39.0,18.72,39.0,Low Profit
5169,WALM012,Garland,Home and lifestyle,32.0,2.0,19/10/22,17:30:00,Credit card,8.0,0.48,64.0,30.72,32.0,Low Profit
5170,WALM037,League City,Fashion accessories,69.0,1.0,01/10/22,15:05:00,Credit card,4.0,0.48,69.0,33.12,69.0,Low Profit
5171,WALM062,Galveston,Home and lifestyle,28.0,2.0,01/12/20,18:19:00,Credit card,8.0,0.33,56.0,18.48,28.0,Low Profit
5172,WALM034,College Station,Fashion accessories,43.0,3.0,25/10/21,18:29:00,Credit card,9.0,0.48,129.0,61.919999999999995,43.0,High Profit
5173,WALM034,College Station,Home and lifestyle,83.0,1.0,29/08/20,18:37:00,Credit card,9.0,0.48,83.0,39.839999999999996,83.0,High Profit
5174,WALM060,DeSoto,Fashion accessories,47.0,2.0,25/09/23,18:30:00,Credit card,5.0,0.33,94.0,31.020000000000003,47.0,Low Profit
5175,WALM060,DeSoto,Home and lifestyle,43.0,1.0,20/11/20,17:15:00,Credit card,5.0,0.33,43.0,14.190000000000001,43.0,Low Profit
5176,WALM027,Abilene,Fashion accessories,84.0,3.0,21/09/23,18:49:00,Credit card,8.0,0.48,252.0,120.96,84.0,High Profit
5177,WALM036,Allen,Home and lifestyle,64.0,2.0,01/11/20,17:00:00,Credit card,7.0,0.48,128.0,61.44,64.0,High Profit
5178,WALM002,Dallas,Fashion accessories,78.0,1.0,19/12/21,20:44:00,Credit card,5.0,0.36,78.0,28.08,78.0,Low Profit
5179,WALM092,Lake Jackson,Home and lifestyle,55.0,3.0,25/11/22,19:56:00,Credit card,7.0,0.33,165.0,54.45,55.0,High Profit
5180,WALM007,Arlington,Fashion accessories,76.0,2.0,21/10/23,18:37:00,Credit card,6.0,0.48,152.0,72.96,76.0,High Profit
5181,WALM023,Midland,Home and lifestyle,34.0,1.0,30/09/21,19:50:00,Credit card,5.0,0.48,34.0,16.32,34.0,Low Profit
5182,WALM019,Pasadena,Fashion accessories,44.0,2.0,12/08/21,19:26:00,Credit card,5.0,0.48,88.0,42.239999999999995,44.0,High Profit
5183,WALM041,Mission,Home and lifestyle,49.0,3.0,14/09/21,20:19:00,Ewallet,6.0,0.48,147.0,70.56,49.0,High Profit
5184,WALM027,Abilene,Fashion accessories,23.0,3.0,03/08/21,15:02:00,Credit card,5.0,0.48,69.0,33.12,23.0,Low Profit
5185,WALM043,Baytown,Home and lifestyle,63.0,2.0,02/08/22,18:50:00,Credit card,6.0,0.48,126.0,60.48,63.0,High Profit
5186,WALM063,Georgetown,Fashion accessories,60.0,3.0,02/11/23,18:14:00,Credit card,4.0,0.33,180.0,59.400000000000006,60.0,High Profit
5187,WALM004,Austin,Home and lifestyle,84.0,2.0,29/12/23,17:10:00,Credit card,8.0,0.48,168.0,80.64,84.0,High Profit
5188,WALM063,Georgetown,Fashion accessories,85.0,3.0,24/12/23,16:41:00,Credit card,7.0,0.33,255.0,84.15,85.0,High Profit
5189,WALM071,Lufkin,Home and lifestyle,16.0,1.0,10/12/20,19:34:00,Credit card,9.0,0.33,16.0,5.28,16.0,Low Profit
5190,WALM001,Houston,Fashion accessories,54.0,1.0,10/11/23,20:36:00,Credit card,9.0,0.36,54.0,19.439999999999998,54.0,Low Profit
5191,WALM048,Harlingen,Home and lifestyle,81.0,2.0,08/10/21,18:42:00,Credit card,5.0,0.48,162.0,77.75999999999999,81.0,High Profit
5192,WALM023,Midland,Fashion accessories,38.0,2.0,08/09/21,17:25:00,Credit card,8.0,0.48,76.0,36.48,38.0,High Profit
5193,WALM047,Flower Mound,Home and lifestyle,40.0,3.0,26/11/21,15:34:00,Credit card,5.0,0.48,120.0,57.599999999999994,40.0,High Profit
5194,WALM092,Lake Jackson,Fashion accessories,71.0,1.0,27/09/23,15:11:00,Credit card,6.0,0.33,71.0,23.43,71.0,Low Profit
5195,WALM019,Pasadena,Home and lifestyle,24.0,1.0,17/09/20,17:25:00,Credit card,6.0,0.48,24.0,11.52,24.0,Low Profit
5196,WALM059,Pflugerville,Fashion accessories,68.0,1.0,06/08/22,20:58:00,Credit card,8.0,0.33,68.0,22.44,68.0,Low Profit
5197,WALM024,Carrollton,Home and lifestyle,16.0,3.0,30/11/22,19:00:00,Credit card,6.0,0.48,48.0,23.04,16.0,Low Profit
5198,WALM072,Lancaster,Fashion accessories,29.0,2.0,05/09/21,16:07:00,Credit card,5.0,0.33,58.0,19.14,29.0,Low Profit
5199,WALM041,Mission,Home and lifestyle,21.0,1.0,03/12/21,20:31:00,Ewallet,4.0,0.48,21.0,10.08,21.0,Low Profit
5200,WALM005,Fort Worth,Fashion accessories,68.0,3.0,17/09/23,20:47:00,Credit card,8.0,0.48,204.0,97.92,68.0,High Profit
5201,WALM083,Farmers Branch,Home and lifestyle,47.0,2.0,03/08/20,16:36:00,Credit card,5.0,0.33,94.0,31.020000000000003,47.0,Low Profit
5202,WALM017,McKinney,Fashion accessories,29.0,3.0,30/11/23,20:09:00,Credit card,4.0,0.48,87.0,41.76,29.0,High Profit
5203,WALM090,Brownwood,Home and lifestyle,48.0,3.0,28/09/22,17:27:00,Credit card,5.0,0.33,144.0,47.52,48.0,High Profit
5204,WALM068,Burleson,Fashion accessories,84.0,2.0,08/12/21,20:20:00,Credit card,5.0,0.33,168.0,55.440000000000005,84.0,High Profit
5205,WALM058,Port Arthur,Home and lifestyle,80.0,2.0,25/08/21,17:23:00,Credit card,8.0,0.33,160.0,52.800000000000004,80.0,High Profit
5206,WALM006,El Paso,Fashion accessories,76.0,2.0,17/12/21,15:27:00,Credit card,7.0,0.48,152.0,72.96,76.0,High Profit
5207,WALM010,Laredo,Home and lifestyle,74.0,1.0,02/12/21,19:28:00,Credit card,6.0,0.48,74.0,35.519999999999996,74.0,High Profit
5208,WALM057,Euless,Fashion accessories,76.0,1.0,10/09/21,16:41:00,Credit card,8.0,0.33,76.0,25.080000000000002,76.0,Low Profit
5209,WALM042,Bryan,Home and lifestyle,28.0,3.0,28/08/23,16:28:00,Credit card,9.0,0.48,84.0,40.32,28.0,High Profit
5210,WALM002,Dallas,Fashion accessories,36.0,1.0,13/08/21,15:47:00,Credit card,7.0,0.36,36.0,12.959999999999999,36.0,Low Profit
5211,WALM048,Harlingen,Home and lifestyle,37.0,2.0,21/08/21,15:40:00,Credit card,9.0,0.48,74.0,35.519999999999996,37.0,High Profit
5212,WALM005,Fort Worth,Fashion accessories,24.0,1.0,30/08/23,20:43:00,Credit card,8.0,0.48,24.0,11.52,24.0,Low Profit
5213,WALM076,Huntsville,Home and lifestyle,44.0,1.0,27/10/21,17:59:00,Credit card,4.0,0.33,44.0,14.520000000000001,44.0,Low Profit
5214,WALM018,Frisco,Fashion accessories,34.0,2.0,23/11/21,18:39:00,Credit card,7.0,0.48,68.0,32.64,34.0,Low Profit
5215,WALM024,Carrollton,Home and lifestyle,41.0,2.0,21/08/22,16:32:00,Credit card,6.0,0.48,82.0,39.36,41.0,High Profit
5216,WALM061,Cedar Park,Fashion accessories,84.0,2.0,26/11/20,15:43:00,Credit card,8.0,0.33,168.0,55.440000000000005,84.0,High Profit
5217,WALM031,Lewisville,Home and lifestyle,36.0,2.0,08/11/22,17:50:00,Credit card,6.0,0.48,72.0,34.56,36.0,Low Profit
5218,WALM079,La Porte,Fashion accessories,30.0,1.0,21/11/23,20:35:00,Credit card,8.0,0.33,30.0,9.9,30.0,Low Profit
5219,WALM057,Euless,Home and lifestyle,23.0,1.0,06/12/22,15:43:00,Credit card,6.0,0.33,23.0,7.590000000000001,23.0,Low Profit
5220,WALM066,Grapevine,Fashion accessories,25.0,1.0,07/10/23,17:24:00,Credit card,9.0,0.33,25.0,8.25,25.0,Low Profit
5221,WALM051,New Braunfels,Home and lifestyle,19.0,1.0,13/08/20,18:04:00,Credit card,4.0,0.48,19.0,9.12,19.0,Low Profit
5222,WALM015,Grand Prairie,Fashion accessories,80.0,3.0,07/11/21,19:48:00,Credit card,4.0,0.48,240.0,115.19999999999999,80.0,High Profit
5223,WALM100,Canyon,Home and lifestyle,40.0,1.0,16/11/22,17:49:00,Credit card,8.0,0.18,40.0,7.199999999999999,40.0,Low Profit
5224,WALM068,Burleson,Fashion accessories,80.0,1.0,17/10/22,15:39:00,Credit card,8.0,0.33,80.0,26.400000000000002,80.0,Low Profit
5225,WALM080,Nacogdoches,Home and lifestyle,55.0,3.0,09/11/21,15:49:00,Credit card,7.0,0.33,165.0,54.45,55.0,High Profit
5226,WALM042,Bryan,Fashion accessories,51.0,3.0,16/11/22,17:06:00,Credit card,9.0,0.48,153.0,73.44,51.0,High Profit
5227,WALM005,Fort Worth,Home and lifestyle,47.0,2.0,30/08/23,18:52:00,Credit card,5.0,0.48,94.0,45.12,47.0,High Profit
5228,WALM048,Harlingen,Fashion accessories,82.0,2.0,17/08/20,19:54:00,Credit card,8.0,0.48,164.0,78.72,82.0,High Profit
5229,WALM004,Austin,Home and lifestyle,70.0,3.0,29/08/22,18:15:00,Credit card,7.0,0.48,210.0,100.8,70.0,High Profit
5230,WALM043,Baytown,Fashion accessories,63.0,3.0,25/11/20,19:09:00,Credit card,7.0,0.48,189.0,90.72,63.0,High Profit
5231,WALM030,Richardson,Home and lifestyle,27.0,2.0,06/09/22,18:23:00,Credit card,4.0,0.48,54.0,25.919999999999998,27.0,Low Profit
5232,WALM092,Lake Jackson,Fashion accessories,29.0,1.0,09/10/20,20:51:00,Credit card,8.0,0.33,29.0,9.57,29.0,Low Profit
5233,WALM005,Fort Worth,Home and lifestyle,47.0,3.0,14/11/20,17:37:00,Credit card,8.0,0.48,141.0,67.67999999999999,47.0,High Profit
5234,WALM015,Grand Prairie,Fashion accessories,80.0,3.0,20/12/22,20:16:00,Credit card,9.0,0.48,240.0,115.19999999999999,80.0,High Profit
5235,WALM052,Mansfield,Home and lifestyle,57.0,2.0,05/12/20,19:53:00,Credit card,4.0,0.57,114.0,64.97999999999999,57.0,High Profit
5236,WALM045,Missouri City,Fashion accessories,47.0,1.0,07/12/22,18:43:00,Credit card,6.0,0.48,47.0,22.56,47.0,Low Profit
5237,WALM059,Pflugerville,Home and lifestyle,42.0,1.0,25/08/21,19:50:00,Credit card,4.0,0.33,42.0,13.860000000000001,42.0,Low Profit
5238,WALM064,Bedford,Fashion accessories,73.0,2.0,27/12/22,16:57:00,Credit card,4.0,0.33,146.0,48.18,73.0,High Profit
5239,WALM069,Rockwall,Home and lifestyle,25.0,3.0,25/10/22,19:54:00,Credit card,6.0,0.33,75.0,24.75,25.0,Low Profit
5240,WALM051,New Braunfels,Fashion accessories,19.0,2.0,07/11/22,16:04:00,Credit card,6.0,0.57,38.0,21.659999999999997,19.0,Low Profit
5241,WALM002,Dallas,Home and lifestyle,20.0,2.0,23/11/23,15:41:00,Credit card,7.0,0.36,40.0,14.399999999999999,20.0,Low Profit
5242,WALM068,Burleson,Fashion accessories,82.0,1.0,19/08/21,18:07:00,Credit card,3.0,0.33,82.0,27.060000000000002,82.0,Low Profit
5243,WALM022,Mesquite,Home and lifestyle,49.0,1.0,15/10/21,19:38:00,Credit card,6.0,0.48,49.0,23.52,49.0,Low Profit
5244,WALM043,Baytown,Fashion accessories,67.0,1.0,24/09/21,18:07:00,Credit card,3.0,0.48,67.0,32.16,67.0,Low Profit
5245,WALM078,Del Rio,Home and lifestyle,24.0,2.0,13/11/23,15:55:00,Credit card,7.0,0.33,48.0,15.84,24.0,Low Profit
5246,WALM001,Houston,Fashion accessories,54.0,3.0,28/09/20,17:12:00,Credit card,6.0,0.36,162.0,58.32,54.0,High Profit
5247,WALM060,DeSoto,Home and lifestyle,81.0,1.0,23/08/20,15:48:00,Credit card,5.0,0.33,81.0,26.73,81.0,Low Profit
5248,WALM061,Cedar Park,Fashion accessories,45.0,3.0,11/09/22,16:52:00,Credit card,5.0,0.33,135.0,44.550000000000004,45.0,High Profit
5249,WALM026,Denton,Home and lifestyle,74.0,2.0,06/09/21,19:02:00,Credit card,7.0,0.48,148.0,71.03999999999999,74.0,High Profit
5250,WALM026,Denton,Fashion accessories,43.0,3.0,25/12/22,19:14:00,Credit card,7.0,0.48,129.0,61.919999999999995,43.0,High Profit
5251,WALM058,Port Arthur,Home and lifestyle,62.0,3.0,02/08/23,15:51:00,Credit card,6.0,0.33,186.0,61.38,62.0,High Profit
5252,WALM068,Burleson,Fashion accessories,79.0,1.0,09/11/20,17:01:00,Credit card,7.0,0.33,79.0,26.07,79.0,Low Profit
5253,WALM037,League City,Home and lifestyle,29.0,3.0,06/12/22,17:53:00,Credit card,7.0,0.48,87.0,41.76,29.0,High Profit
5254,WALM015,Grand Prairie,Fashion accessories,19.0,1.0,23/12/23,15:48:00,Credit card,6.0,0.48,19.0,9.12,19.0,Low Profit
5255,WALM071,Lufkin,Home and lifestyle,17.0,2.0,21/12/23,19:37:00,Credit card,5.0,0.33,34.0,11.22,17.0,Low Profit
5256,WALM008,Corpus Christi,Fashion accessories,82.0,1.0,20/12/23,19:16:00,Credit card,4.0,0.48,82.0,39.36,82.0,High Profit
5257,WALM053,Conroe,Home and lifestyle,59.0,1.0,15/12/22,17:47:00,Credit card,6.0,0.57,59.0,33.629999999999995,59.0,Low Profit
5258,WALM088,Cleburne,Fashion accessories,49.0,2.0,01/11/22,17:57:00,Credit card,5.0,0.33,98.0,32.34,49.0,Low Profit
5259,WALM037,League City,Home and lifestyle,29.0,2.0,11/10/22,18:15:00,Credit card,5.0,0.48,58.0,27.84,29.0,Low Profit
5260,WALM040,Edinburg,Fashion accessories,32.0,2.0,25/08/21,20:45:00,Credit card,6.0,0.48,64.0,30.72,32.0,Low Profit
5261,WALM078,Del Rio,Home and lifestyle,63.0,3.0,04/11/22,20:38:00,Credit card,4.0,0.33,189.0,62.370000000000005,63.0,High Profit
5262,WALM019,Pasadena,Fashion accessories,27.0,1.0,24/11/21,19:25:00,Credit card,3.0,0.48,27.0,12.959999999999999,27.0,Low Profit
5263,WALM013,Irving,Home and lifestyle,51.0,1.0,24/11/22,19:27:00,Credit card,6.0,0.48,51.0,24.48,51.0,Low Profit
5264,WALM059,Pflugerville,Fashion accessories,75.0,2.0,26/11/20,18:59:00,Credit card,7.0,0.33,150.0,49.5,75.0,High Profit
5265,WALM093,Angleton,Home and lifestyle,50.0,2.0,19/11/22,15:02:00,Credit card,7.0,0.33,100.0,33.0,50.0,Low Profit
5266,WALM092,Lake Jackson,Fashion accessories,15.0,1.0,23/11/21,15:05:00,Credit card,6.0,0.33,15.0,4.95,15.0,Low Profit
5267,WALM018,Frisco,Home and lifestyle,74.0,1.0,18/11/21,19:22:00,Credit card,5.0,0.48,74.0,35.519999999999996,74.0,High Profit
5268,WALM001,Houston,Fashion accessories,41.0,2.0,15/12/22,16:27:00,Credit card,3.0,0.36,82.0,29.52,41.0,Low Profit
5269,WALM037,League City,Home and lifestyle,40.0,2.0,25/11/21,15:54:00,Credit card,5.0,0.48,80.0,38.4,40.0,High Profit
5270,WALM053,Conroe,Fashion accessories,47.0,2.0,01/12/22,18:23:00,Credit card,5.0,0.21,94.0,19.74,47.0,Low Profit
5271,WALM061,Cedar Park,Home and lifestyle,73.0,1.0,06/11/20,16:40:00,Credit card,5.0,0.33,73.0,24.09,73.0,Low Profit
5272,WALM052,Mansfield,Fashion accessories,42.0,3.0,28/12/21,18:01:00,Credit card,6.0,0.57,126.0,71.82,42.0,High Profit
5273,WALM010,Laredo,Home and lifestyle,67.0,1.0,03/12/21,19:00:00,Credit card,3.0,0.48,67.0,32.16,67.0,Low Profit
5274,WALM047,Flower Mound,Fashion accessories,77.0,2.0,25/11/22,19:41:00,Credit card,6.0,0.48,154.0,73.92,77.0,High Profit
5275,WALM044,Pharr,Home and lifestyle,53.0,3.0,06/12/20,17:31:00,Credit card,5.0,0.48,159.0,76.32,53.0,High Profit
5276,WALM008,Corpus Christi,Fashion accessories,56.0,2.0,23/12/23,20:14:00,Credit card,5.0,0.48,112.0,53.76,56.0,High Profit
5277,WALM004,Austin,Home and lifestyle,42.0,1.0,12/12/20,18:25:00,Credit card,5.0,0.48,42.0,20.16,42.0,Low Profit
5278,WALM062,Galveston,Fashion accessories,66.0,2.0,14/11/20,17:00:00,Credit card,7.0,0.33,132.0,43.56,66.0,High Profit
5279,WALM017,McKinney,Home and lifestyle,85.0,1.0,15/12/22,20:10:00,Credit card,7.0,0.48,85.0,40.8,85.0,High Profit
5280,WALM028,Odessa,Fashion accessories,47.0,1.0,06/12/20,19:41:00,Credit card,4.0,0.48,47.0,22.56,47.0,Low Profit
5281,WALM007,Arlington,Home and lifestyle,28.0,3.0,21/11/23,18:17:00,Credit card,4.0,0.48,84.0,40.32,28.0,High Profit
5282,WALM041,Mission,Fashion accessories,37.0,3.0,12/11/20,17:31:00,Ewallet,7.0,0.48,111.0,53.28,37.0,High Profit
5283,WALM095,Big Spring,Home and lifestyle,38.0,1.0,21/11/20,15:17:00,Credit card,6.0,0.33,38.0,12.540000000000001,38.0,Low Profit
5284,WALM072,Lancaster,Fashion accessories,38.0,3.0,04/12/22,19:15:00,Credit card,7.0,0.33,114.0,37.620000000000005,38.0,High Profit
5285,WALM060,DeSoto,Home and lifestyle,50.0,2.0,28/12/20,20:52:00,Credit card,7.0,0.33,100.0,33.0,50.0,Low Profit
5286,WALM071,Lufkin,Fashion accessories,22.0,1.0,11/12/20,20:25:00,Credit card,4.0,0.33,22.0,7.260000000000001,22.0,Low Profit
5287,WALM062,Galveston,Home and lifestyle,45.0,3.0,22/11/23,20:03:00,Credit card,6.0,0.33,135.0,44.550000000000004,45.0,High Profit
5288,WALM009,Plano,Fashion accessories,29.0,1.0,12/11/23,16:02:00,Credit card,6.0,0.48,29.0,13.92,29.0,Low Profit
5289,WALM039,Longview,Home and lifestyle,22.0,1.0,06/12/23,17:14:00,Credit card,5.0,0.48,22.0,10.559999999999999,22.0,Low Profit
5290,WALM005,Fort Worth,Fashion accessories,39.0,1.0,01/11/22,20:05:00,Credit card,5.0,0.48,39.0,18.72,39.0,Low Profit
5291,WALM037,League City,Home and lifestyle,15.0,3.0,30/11/21,16:28:00,Credit card,7.0,0.48,45.0,21.599999999999998,15.0,Low Profit
5292,WALM008,Corpus Christi,Fashion accessories,31.0,2.0,08/11/22,19:25:00,Credit card,5.0,0.48,62.0,29.759999999999998,31.0,Low Profit
5293,WALM063,Georgetown,Home and lifestyle,47.0,1.0,17/11/22,15:32:00,Credit card,4.0,0.33,47.0,15.510000000000002,47.0,Low Profit
